Close,High,Low,Open,Volume,Symbol,Company_Name,Date
26.3197,26.6303,26.2367,26.4712,26480000,GOOGL,Alphabet Inc.,2/1/2015
25.8182,26.2421,25.7332,26.2004,41182000,GOOGL,Alphabet Inc.,5/1/2015
25.1810,25.9051,25.1268,25.8698,54456000,GOOGL,Alphabet Inc.,6/1/2015
25.1069,25.4220,25.0324,25.3952,46918000,GOOGL,Alphabet Inc.,7/1/2015
25.1944,25.2237,24.6034,24.9260,73054000,GOOGL,Alphabet Inc.,8/1/2015
24.8867,25.2784,24.7839,25.2575,42000000,GOOGL,Alphabet Inc.,9/1/2015
24.7048,24.8649,24.3992,24.8132,57138000,GOOGL,Alphabet Inc.,12/1/2015
24.9404,25.2784,24.7148,24.9787,60958000,GOOGL,Alphabet Inc.,13/1/2015
25.1457,25.2615,24.7595,24.8718,52800000,GOOGL,Alphabet Inc.,14/1/2015
25.0503,25.3356,24.9509,25.2928,51068000,GOOGL,Alphabet Inc.,15/1/2015
25.3708,25.3902,25.0045,25.0075,49658000,GOOGL,Alphabet Inc.,16/1/2015
25.3450,25.6268,25.3167,25.4857,46796000,GOOGL,Alphabet Inc.,20/1/2015
25.8644,25.9369,25.3276,25.3897,46356000,GOOGL,Alphabet Inc.,21/1/2015
26.7048,26.7814,25.9399,25.9941,56068000,GOOGL,Alphabet Inc.,22/1/2015
26.9360,27.1079,26.6278,26.7411,45966000,GOOGL,Alphabet Inc.,23/1/2015
26.6760,26.9136,26.4449,26.9136,30932000,GOOGL,Alphabet Inc.,26/1/2015
25.9041,26.4802,25.8877,26.4116,39148000,GOOGL,Alphabet Inc.,27/1/2015
25.4688,26.1278,25.4648,26.0935,35822000,GOOGL,Alphabet Inc.,28/1/2015
25.5085,25.6059,25.0239,25.4921,79018000,GOOGL,Alphabet Inc.,29/1/2015
26.7173,26.9931,25.7545,25.7953,121108000,GOOGL,Alphabet Inc.,30/1/2015
26.4514,26.6651,25.9305,26.5567,75378000,GOOGL,Alphabet Inc.,2/2/2015
26.5060,26.7123,26.1835,26.3390,47062000,GOOGL,Alphabet Inc.,3/2/2015
26.1482,26.6775,26.0950,26.4981,33896000,GOOGL,Alphabet Inc.,4/2/2015
26.3336,26.3763,26.1253,26.2391,33176000,GOOGL,Alphabet Inc.,5/2/2015
26.5349,26.8500,26.2749,26.3922,42938000,GOOGL,Alphabet Inc.,6/2/2015
26.3062,26.5349,26.2202,26.3947,30314000,GOOGL,Alphabet Inc.,9/2/2015
26.8470,26.8887,26.3008,26.4489,47430000,GOOGL,Alphabet Inc.,10/2/2015
26.7396,26.9360,26.6402,26.8256,38306000,GOOGL,Alphabet Inc.,11/2/2015
27.1377,27.2536,26.6899,26.8221,48590000,GOOGL,Alphabet Inc.,12/2/2015
27.3937,27.4623,27.1671,27.2123,47382000,GOOGL,Alphabet Inc.,13/2/2015
27.0880,27.4852,27.0011,27.3937,39174000,GOOGL,Alphabet Inc.,17/2/2015
26.9707,27.2143,26.8167,27.0289,31164000,GOOGL,Alphabet Inc.,18/2/2015
27.1596,27.1800,26.8763,26.9618,30834000,GOOGL,Alphabet Inc.,19/2/2015
26.9285,27.2158,26.7446,27.2158,38234000,GOOGL,Alphabet Inc.,20/2/2015
26.5905,26.8042,26.4414,26.7893,32906000,GOOGL,Alphabet Inc.,23/2/2015
26.7719,26.8092,26.3917,26.4191,28406000,GOOGL,Alphabet Inc.,24/2/2015
27.2034,27.3147,26.7401,26.7615,40836000,GOOGL,Alphabet Inc.,25/2/2015
27.7978,27.8395,27.0920,27.1243,54032000,GOOGL,Alphabet Inc.,26/2/2015
27.9638,28.3013,27.6855,27.7411,68328000,GOOGL,Alphabet Inc.,27/2/2015
28.5796,28.6278,27.9896,28.1810,50406000,GOOGL,Alphabet Inc.,2/3/2015
28.7670,28.8694,28.3549,28.6457,50526000,GOOGL,Alphabet Inc.,3/3/2015
28.7441,28.9081,28.4553,28.6765,37964000,GOOGL,Alphabet Inc.,4/3/2015
28.8982,28.9862,28.7391,28.8082,35918000,GOOGL,Alphabet Inc.,5/3/2015
28.4742,28.9653,28.4325,28.9265,37592000,GOOGL,Alphabet Inc.,6/3/2015
28.5339,28.6010,28.2829,28.3758,23478000,GOOGL,Alphabet Inc.,9/3/2015
27.8256,28.3182,27.8241,28.2545,40080000,GOOGL,Alphabet Inc.,10/3/2015
27.6189,28.0408,27.6049,27.8231,40524000,GOOGL,Alphabet Inc.,11/3/2015
27.8912,27.9245,27.6109,27.7575,35602000,GOOGL,Alphabet Inc.,12/3/2015
27.4852,28.0498,27.3525,27.7948,35428000,GOOGL,Alphabet Inc.,13/3/2015
27.9146,28.0195,27.4017,27.6805,36856000,GOOGL,Alphabet Inc.,16/3/2015
27.7143,27.8649,27.5552,27.7481,28892000,GOOGL,Alphabet Inc.,17/3/2015
28.1392,28.1566,27.5100,27.7203,35324000,GOOGL,Alphabet Inc.,18/3/2015
28.0155,28.1790,27.9384,28.0577,24660000,GOOGL,Alphabet Inc.,19/3/2015
28.0791,28.1860,28.0557,28.1666,44320000,GOOGL,Alphabet Inc.,20/3/2015
28.1000,28.3122,27.9852,28.1313,30234000,GOOGL,Alphabet Inc.,23/3/2015
28.7048,28.9206,28.2352,28.2575,79156000,GOOGL,Alphabet Inc.,24/3/2015
28.1810,28.8306,28.1810,28.7063,53070000,GOOGL,Alphabet Inc.,25/3/2015
28.0140,28.1904,27.7491,28.0642,49842000,GOOGL,Alphabet Inc.,26/3/2015
27.7113,28.0354,27.6805,27.9240,34552000,GOOGL,Alphabet Inc.,27/3/2015
27.8897,27.9404,27.6735,27.8455,24788000,GOOGL,Alphabet Inc.,30/3/2015
27.5697,27.9548,27.5682,27.7307,34932000,GOOGL,Alphabet Inc.,31/3/2015
27.3107,27.7585,27.1387,27.5761,38902000,GOOGL,Alphabet Inc.,1/4/2015
26.9041,27.2367,26.8609,27.2073,47760000,GOOGL,Alphabet Inc.,2/4/2015
27.0354,27.1144,26.6253,26.7814,33718000,GOOGL,Alphabet Inc.,6/4/2015
27.0806,27.3440,27.0175,27.0871,27318000,GOOGL,Alphabet Inc.,7/4/2015
27.2784,27.4106,27.1372,27.1372,28386000,GOOGL,Alphabet Inc.,8/4/2015
27.2376,27.3047,26.9360,27.2968,32366000,GOOGL,Alphabet Inc.,9/4/2015
27.2635,27.3286,27.0866,27.3147,26104000,GOOGL,Alphabet Inc.,10/4/2015
27.2685,27.4986,27.1522,27.1894,29326000,GOOGL,Alphabet Inc.,13/4/2015
26.8281,27.1656,26.6273,27.1656,47206000,GOOGL,Alphabet Inc.,14/4/2015
26.8907,26.9976,26.4598,26.7376,46962000,GOOGL,Alphabet Inc.,15/4/2015
27.0140,27.0990,26.7446,26.7570,31722000,GOOGL,Alphabet Inc.,16/4/2015
26.4782,26.8291,26.2923,26.7053,49234000,GOOGL,Alphabet Inc.,17/4/2015
27.0642,27.1273,26.5085,26.5284,38508000,GOOGL,Alphabet Inc.,20/4/2015
26.9842,27.2252,26.9489,27.1527,29128000,GOOGL,Alphabet Inc.,21/4/2015
27.2953,27.3858,26.9046,26.9911,31806000,GOOGL,Alphabet Inc.,22/4/2015
27.7068,27.8912,27.3400,27.3564,78184000,GOOGL,Alphabet Inc.,23/4/2015
28.5120,29.0607,28.2481,28.8296,92168000,GOOGL,Alphabet Inc.,24/4/2015
28.1373,28.6044,27.9474,28.4678,48062000,GOOGL,Alphabet Inc.,27/4/2015
28.0503,28.2222,27.8808,28.0478,37178000,GOOGL,Alphabet Inc.,28/4/2015
27.9022,28.1233,27.7834,27.8584,33622000,GOOGL,Alphabet Inc.,29/4/2015
27.2749,27.8882,27.1730,27.7615,47240000,GOOGL,Alphabet Inc.,30/4/2015
27.3937,27.3967,27.0304,27.3614,36572000,GOOGL,Alphabet Inc.,1/5/2015
27.4772,27.6686,27.2063,27.3853,35260000,GOOGL,Alphabet Inc.,4/5/2015
26.9901,27.4658,26.9568,27.3440,28528000,GOOGL,Alphabet Inc.,5/5/2015
26.5945,27.0344,26.4534,26.9703,39034000,GOOGL,Alphabet Inc.,6/5/2015
26.9404,27.0975,26.5135,26.6353,31844000,GOOGL,Alphabet Inc.,7/5/2015
27.2839,27.4752,27.2381,27.2799,28226000,GOOGL,Alphabet Inc.,8/5/2015
27.1263,27.5036,27.1174,27.2610,21858000,GOOGL,Alphabet Inc.,11/5/2015
26.7759,26.9862,26.5905,26.9787,35282000,GOOGL,Alphabet Inc.,12/5/2015
26.8137,27.0299,26.7883,26.8624,24238000,GOOGL,Alphabet Inc.,13/5/2015
27.2963,27.3206,26.9633,27.0364,31736000,GOOGL,Alphabet Inc.,14/5/2015
27.1616,27.3659,26.9633,27.3554,33440000,GOOGL,Alphabet Inc.,15/5/2015
27.1705,27.2536,26.9509,27.0289,26706000,GOOGL,Alphabet Inc.,18/5/2015
27.3003,27.5050,27.1929,27.2367,47126000,GOOGL,Alphabet Inc.,19/5/2015
27.4608,27.6377,27.0925,27.3818,30840000,GOOGL,Alphabet Inc.,20/5/2015
27.6745,27.7143,27.3013,27.3460,34170000,GOOGL,Alphabet Inc.,21/5/2015
27.5607,27.7456,27.5160,27.5577,24266000,GOOGL,Alphabet Inc.,22/5/2015
27.1964,27.5016,26.9867,27.4643,37474000,GOOGL,Alphabet Inc.,26/5/2015
27.5473,27.5990,27.1661,27.2704,34844000,GOOGL,Alphabet Inc.,27/5/2015
27.5438,27.6223,27.3758,27.5244,23544000,GOOGL,Alphabet Inc.,28/5/2015
27.1035,27.5319,27.0895,27.4951,43446000,GOOGL,Alphabet Inc.,29/5/2015
27.2968,27.3644,27.0170,27.2729,33210000,GOOGL,Alphabet Inc.,1/6/2015
27.5324,27.7729,27.1646,27.2083,31842000,GOOGL,Alphabet Inc.,2/6/2015
27.5990,27.7332,27.4429,27.5895,26710000,GOOGL,Alphabet Inc.,3/6/2015
27.4201,27.6323,27.2923,27.4444,26866000,GOOGL,Alphabet Inc.,4/6/2015
27.3127,27.5016,27.2058,27.4355,24396000,GOOGL,Alphabet Inc.,5/6/2015
27.0120,27.3296,26.9857,27.3167,27336000,GOOGL,Alphabet Inc.,8/6/2015
26.9464,27.0796,26.7819,27.0090,30016000,GOOGL,Alphabet Inc.,9/6/2015
27.4653,27.5736,27.0930,27.1223,30316000,GOOGL,Alphabet Inc.,10/6/2015
27.3380,27.5761,27.2948,27.5592,25872000,GOOGL,Alphabet Inc.,11/6/2015
27.2103,27.2789,27.1189,27.1944,25468000,GOOGL,Alphabet Inc.,12/6/2015
26.9881,27.0403,26.7998,26.9747,27150000,GOOGL,Alphabet Inc.,15/6/2015
27.0811,27.1715,26.9171,27.0617,32526000,GOOGL,Alphabet Inc.,16/6/2015
27.1671,27.2545,26.9290,27.1084,24440000,GOOGL,Alphabet Inc.,17/6/2015
27.6432,27.6964,27.2367,27.2367,41192000,GOOGL,Alphabet Inc.,18/6/2015
27.7098,27.7292,27.4484,27.6601,59290000,GOOGL,Alphabet Inc.,19/6/2015
27.8172,28.1119,27.7789,27.8038,34752000,GOOGL,Alphabet Inc.,22/6/2015
28.0016,28.0766,27.6914,27.8226,31396000,GOOGL,Alphabet Inc.,23/6/2015
27.7620,27.9643,27.6745,27.9563,28924000,GOOGL,Alphabet Inc.,24/6/2015
27.7312,27.9891,27.7068,27.8480,26684000,GOOGL,Alphabet Inc.,25/6/2015
27.4881,27.8331,27.4280,27.8187,43676000,GOOGL,Alphabet Inc.,26/6/2015
26.9012,27.3808,26.8510,27.1745,37756000,GOOGL,Alphabet Inc.,29/6/2015
26.8410,27.1323,26.8162,27.0920,34510000,GOOGL,Alphabet Inc.,30/6/2015
