Close,High,Low,Open,Volume,Symbol,Company_Name,Date
78.08200073,78.55975247,77.33551886,78.21139578,18177500,META,Meta Platforms Inc.,2/1/2015
76.82791138,78.87824568,76.49945755,77.61420647,26452200,META,Meta Platforms Inc.,5/1/2015
75.79279327,77.22603329,75.00649813,76.86772898,27399300,META,Meta Platforms Inc.,6/1/2015
75.79279327,76.99711643,75.46433943,76.39993246,22045300,META,Meta Platforms Inc.,7/1/2015
77.81326294,77.86303143,75.72311542,76.38001546,23961000,META,Meta Platforms Inc.,8/1/2015
77.37532806,78.25120494,76.83786023,77.83316934,21157000,META,Meta Platforms Inc.,9/1/2015
76.36011505,77.63410948,75.85250529,77.47485638,19190200,META,Meta Platforms Inc.,12/1/2015
76.09137726,77.71373594,75.49419332,76.86772473,25179600,META,Meta Platforms Inc.,13/1/2015
75.92218018,76.83786276,75.67335289,76.06152285,25918600,META,Meta Platforms Inc.,14/1/2015
73.70263672,76.21081213,73.19502699,76.04161142,34134000,META,Meta Platforms Inc.,15/1/2015
74.8273468,74.96668948,73.49362851,73.69269491,21791500,META,Meta Platforms Inc.,16/1/2015
75.88236237,75.9520337,74.46902529,75.36480498,22821600,META,Meta Platforms Inc.,20/1/2015
76.38001251,76.93739073,75.49418809,75.80273905,25096700,META,Meta Platforms Inc.,21/1/2015
77.28575134,77.38528073,76.32030032,76.80799964,19519500,META,Meta Platforms Inc.,22/1/2015
77.46490479,77.82321665,76.67860973,77.28574885,16746500,META,Meta Platforms Inc.,23/1/2015
77.13645172,78.10190272,76.92743773,77.61420341,19260800,META,Meta Platforms Inc.,26/1/2015
75.42453003,76.51936863,75.27523213,76.35016789,20110000,META,Meta Platforms Inc.,27/1/2015
75.88236237,77.2757966,75.64349031,76.53927001,53306400,META,Meta Platforms Inc.,28/1/2015
77.6341095,77.65401234,73.86188711,76.48950252,61293500,META,Meta Platforms Inc.,29/1/2015
75.55392456,77.79337025,75.39467144,77.63411713,42649500,META,Meta Platforms Inc.,30/1/2015
74.63822937,75.78283639,73.40404818,75.75297833,41955300,META,Meta Platforms Inc.,2/2/2015
75.0463028,75.22545873,73.51352597,74.83728881,26957700,META,Meta Platforms Inc.,3/2/2015
75.27523041,75.99185423,74.65814358,74.73776254,20277400,META,Meta Platforms Inc.,4/2/2015
75.25532532,75.62359244,74.85720014,75.35485471,15062600,META,Meta Platforms Inc.,5/2/2015
74.1206665,75.34489239,73.9016973,75.32498955,21211000,META,Meta Platforms Inc.,6/2/2015
74.09081268,74.47898263,73.1054512,73.70264274,16194300,META,Meta Platforms Inc.,9/2/2015
74.83729553,74.98658583,74.15052981,74.49888648,15811300,META,Meta Platforms Inc.,10/2/2015
76.15110779,76.38997987,74.67804685,74.73776298,20877400,META,Meta Platforms Inc.,11/2/2015
75.87241364,76.50941083,75.5340046,76.49945561,17235000,META,Meta Platforms Inc.,12/2/2015
75.38470459,76.12123875,75.14583255,76.10132831,18621900,META,Meta Platforms Inc.,13/2/2015
75.24536896,76.54922909,74.72781155,74.94678077,25254400,META,Meta Platforms Inc.,17/2/2015
76.35016632,76.5392775,75.09607463,75.58378159,22426400,META,Meta Platforms Inc.,18/2/2015
79.0474472,79.46547521,76.5890325,76.62884578,45851200,META,Meta Platforms Inc.,19/2/2015
79.52519226,79.96312307,78.82847139,79.17683562,36931700,META,Meta Platforms Inc.,20/2/2015
78.47016907,79.81384248,78.01232777,79.58491804,24139100,META,Meta Platforms Inc.,23/2/2015
78.08200073,79.10717555,77.73364404,78.13176923,18897100,META,Meta Platforms Inc.,24/2/2015
